customer_id,age,gender,signup_channel,membership_tier,monthly_visits,avg_discount_rate,online_ad_cost,offline_ad_cost,total_ad_cost,campaign_group,responded,monthly_spend
319,31,Female,Organic Search,Gold,8,0.276,16.69,2.54,19.23,control,0,24.77
320,38,Female,Organic Search,Silver,10,0.017,7.15,17.24,24.39,control,0,37.24
321,62,Female,Social Ads,Basic,4,0.111,7.44,6.87,14.31,control,0,29.4
322,18,Male,Organic Search,Basic,2,0.129,5.74,9.45,15.19,control,0,14.5
323,51,Female,Organic Search,Silver,5,0.247,11.62,1.49,13.11,treatment,0,19.68
324,33,Male,Referral,Gold,17,0.083,8.16,1.81,9.97,treatment,1,17.38
325,18,Female,Influencer,Basic,11,0.071,11.16,0.94,12.1,treatment,0,79.01
326,18,Female,Organic Search,Silver,7,0.245,19.68,3.02,22.7,treatment,0,20.58
327,38,Male,Referral,Basic,5,0.076,13.18,2.0,15.18,control,0,34.15
328,48,Male,Organic Search,Basic,4,0.266,12.74,4.34,17.08,treatment,0,26.03
329,28,Male,Social Ads,Basic,16,0.13,30.9,7.68,38.58,control,0,26.5
330,33,Male,Organic Search,Basic,9,0.112,10.42,17.18,27.6,treatment,0,22.44
331,47,Male,Social Ads,Basic,5,0.049,5.23,4.84,10.07,treatment,0,17.53
332,30,Male,Social Ads,Basic,3,0.159,0.36,13.93,14.29,control,0,9.84
333,57,Female,Social Ads,Basic,7,0.245,34.61,14.9,49.51,control,0,40.23
334,46,Male,Social Ads,Silver,5,0.221,6.37,16.95,23.32,treatment,0,13.15
335,36,Male,Organic Search,Gold,9,0.095,11.12,14.37,25.49,treatment,0,33.86
336,42,Female,Social Ads,Basic,3,0.055,5.75,4.21,9.96,control,0,10.74
337,37,Female,Social Ads,Basic,9,0.132,9.38,1.95,11.33,treatment,0,22.32
338,44,Female,Influencer,Basic,6,0.09,16.81,8.3,25.11,control,0,24.18
339,29,Male,Organic Search,Basic,11,0.274,11.09,7.34,18.43,control,0,13.88
340,39,Female,Organic Search,Silver,10,0.156,13.11,6.2,19.31,treatment,0,33.2
341,29,Female,Referral,Basic,8,0.03,1.61,11.08,12.69,treatment,0,26.24
342,43,Female,Influencer,Basic,12,0.105,2.57,7.75,10.32,control,0,109.86
343,40,Female,Referral,Basic,5,0.092,46.94,10.44,57.38,treatment,0,58.89
344,56,Female,Referral,Basic,10,0.11,10.48,4.23,14.71,control,0,80.91
345,47,Female,Influencer,Gold,13,0.057,5.43,2.9,8.33,treatment,0,43.98
346,59,Male,Social Ads,Basic,5,0.119,2.98,7.54,10.52,treatment,0,18.73
347,24,Male,Social Ads,Silver,15,0.064,10.71,4.97,15.68,treatment,0,54.18
348,40,Female,Influencer,Basic,1,0.226,6.19,1.91,8.1,treatment,0,32.13
349,29,Female,Referral,Basic,3,0.033,6.19,5.03,11.22,treatment,1,43.65
350,30,Male,Organic Search,Silver,14,0.158,6.09,0.32,6.41,control,0,24.31
351,42,Male,Social Ads,Basic,9,0.107,3.8,0.48,4.28,treatment,0,22.3
352,25,Female,Social Ads,Basic,6,0.144,19.55,4.34,23.89,control,0,29.57
353,53,Male,Organic Search,Basic,10,0.124,25.73,8.54,34.27,treatment,0,28.81
354,44,Male,Influencer,Gold,15,0.195,5.22,1.89,7.11,control,0,49.28
355,43,Male,Referral,Basic,9,0.086,19.07,0.55,19.62,treatment,0,23.65
356,30,Male,Referral,Gold,13,0.284,2.1,5.12,7.22,treatment,1,25.65
357,50,Female,Influencer,Basic,5,0.132,6.61,7.62,14.23,treatment,0,50.05
358,23,Female,Influencer,Gold,17,0.013,2.61,5.56,8.17,control,0,34.29
359,38,Female,Social Ads,Basic,10,0.196,8.41,0.75,9.16,control,0,20.38
360,45,Male,Organic Search,Basic,5,0.332,27.69,0.57,28.26,control,0,23.72
361,45,Female,Organic Search,Basic,10,0.076,5.5,7.65,13.15,control,0,25.5
362,50,Female,Referral,Basic,4,0.062,3.42,9.08,12.5,control,1,23.43
363,50,Male,Social Ads,Basic,8,0.195,8.98,3.89,12.87,control,0,28.15
364,39,Male,Social Ads,Silver,15,0.167,14.14,3.16,17.3,control,0,52.7
365,48,Female,Referral,Basic,6,0.37,6.65,9.98,16.63,treatment,0,30.49
366,55,Male,Social Ads,Basic,6,0.241,8.17,4.23,12.4,control,0,29.91
367,40,Female,Referral,Silver,12,0.023,16.52,1.03,17.55,treatment,0,73.82
368,35,Female,Organic Search,Silver,10,0.088,2.86,4.38,7.24,control,0,16.17
369,42,Female,Organic Search,Basic,2,0.103,21.36,7.31,28.67,treatment,0,37.96
370,44,Male,Social Ads,Basic,3,0.256,4.8,0.32,5.12,treatment,0,24.59
371,28,Female,Influencer,Silver,17,0.086,15.34,6.99,22.33,treatment,1,89.96
372,18,Male,Organic Search,Silver,10,0.3,3.66,4.68,8.34,treatment,0,48.38
373,18,Female,Organic Search,Silver,9,0.122,5.67,9.56,15.23,treatment,0,31.56
374,39,Male,Referral,Silver,14,0.057,16.43,9.85,26.28,treatment,1,52.23
375,45,Male,Influencer,Silver,10,0.117,5.69,1.46,7.15,control,0,60.28
376,40,Male,Social Ads,Basic,3,0.2,15.8,9.73,25.53,control,0,14.64
377,36,Male,Organic Search,Basic,3,0.259,6.81,2.09,8.9,control,0,39.17
378,31,Male,Influencer,Basic,6,0.309,9.34,1.4,10.74,treatment,0,27.64
379,57,Female,Organic Search,Silver,7,0.128,2.38,1.53,3.91,control,1,34.28
380,52,Male,Influencer,Basic,4,0.077,14.56,1.56,16.12,treatment,0,25.65
381,78,Female,Referral,Basic,4,0.162,17.48,0.8,18.28,control,0,54.14
382,31,Male,Referral,Basic,4,0.22,17.51,7.7,25.21,treatment,0,43.8
383,31,Female,Influencer,Basic,2,0.175,13.93,2.31,16.24,control,0,18.8
384,19,Female,Organic Search,Silver,11,0.274,14.08,1.07,15.15,control,0,45.73
385,30,Female,Social Ads,Silver,7,0.15,31.78,2.79,34.57,control,0,13.56
386,23,Female,Referral,Basic,2,0.143,10.27,6.14,16.41,control,0,27.82
387,22,Male,Social Ads,Gold,24,0.079,15.85,12.66,28.51,treatment,0,38.35
388,30,Female,Referral,Basic,8,0.158,11.32,0.1,11.42,treatment,1,18.29
389,18,Male,Organic Search,Basic,7,0.207,2.8,5.78,8.58,control,0,14.18
390,34,Female,Social Ads,Gold,11,0.371,13.85,3.69,17.54,control,0,26.48
391,46,Male,Organic Search,Basic,12,0.163,10.28,2.59,12.87,treatment,0,32.49
392,54,Male,Social Ads,Basic,4,0.156,16.46,13.38,29.84,treatment,1,32.88
393,58,Male,Organic Search,Silver,9,0.163,3.53,1.17,4.7,treatment,1,25.61
394,25,Male,Organic Search,Basic,13,0.148,20.71,1.67,22.38,control,0,23.22
395,47,Female,Influencer,Silver,6,0.177,23.65,4.21,27.86,treatment,1,30.69
396,49,Male,Organic Search,Gold,17,0.028,5.51,1.64,7.15,control,0,28.78
397,44,Male,Social Ads,Silver,6,0.134,7.28,4.07,11.35,treatment,0,20.14
398,36,Male,Referral,Basic,9,0.055,8.08,4.71,12.79,treatment,0,26.98
399,18,Female,Social Ads,Silver,11,0.027,13.69,16.04,29.73,control,0,18.78
400,31,Male,Social Ads,Gold,11,0.145,10.25,9.83,20.08,treatment,0,14.44
401,40,Female,Influencer,Gold,15,0.07,19.13,14.02,33.15,control,1,28.35
402,49,Female,Organic Search,Basic,4,0.154,7.0,4.73,11.73,treatment,1,25.48
403,64,Female,Referral,Basic,4,0.18,21.76,1.01,22.77,treatment,1,29.67
404,46,Female,Referral,Silver,14,0.132,10.32,2.81,13.13,control,0,34.12
405,33,Female,Social Ads,Silver,10,0.127,5.15,17.27,22.42,treatment,0,13.63
406,38,Female,Referral,Gold,15,0.173,18.56,3.31,21.87,treatment,1,71.78
407,22,Female,Influencer,Basic,8,0.251,14.19,22.96,37.15,control,0,12.96
408,61,Female,Social Ads,Basic,5,0.048,7.34,6.04,13.38,control,0,32.8
409,40,Male,Social Ads,Silver,5,0.086,26.58,3.38,29.96,treatment,0,26.62
410,28,Female,Influencer,Basic,3,0.099,9.89,7.51,17.4,control,0,39.35
411,39,Male,Social Ads,Silver,5,0.072,11.89,3.03,14.92,control,0,13.32
412,46,Female,Influencer,Gold,11,0.253,4.3,3.01,7.31,control,0,30.04
413,38,Female,Social Ads,Basic,9,0.226,11.69,4.87,16.56,treatment,1,24.57
414,40,Female,Social Ads,Silver,9,0.043,6.26,2.92,9.18,treatment,0,17.72
415,42,Female,Social Ads,Basic,4,0.204,21.74,0.4,22.14,treatment,0,50.57
416,33,Female,Organic Search,Basic,2,0.221,15.48,7.35,22.83,treatment,0,19.78
417,24,Female,Social Ads,Basic,7,0.265,6.54,5.83,12.37,control,0,13.48
418,23,Male,Referral,Silver,5,0.307,6.91,7.85,14.76,control,0,35.37
419,49,Female,Influencer,Basic,9,0.146,13.09,6.73,19.82,treatment,1,130.15
420,43,Female,Organic Search,Basic,4,0.307,19.21,1.96,21.17,treatment,0,18.6
421,45,Male,Organic Search,Basic,9,0.345,5.48,10.84,16.32,treatment,0,19.63
422,32,Male,Referral,Gold,18,0.152,17.17,5.39,22.56,control,0,53.08
423,46,Male,Referral,Gold,13,0.11,21.35,9.78,31.13,control,0,36.33
424,28,Female,Social Ads,Gold,14,0.091,14.16,13.25,27.41,control,0,24.41
425,35,Male,Social Ads,Silver,10,0.302,29.91,9.15,39.06,treatment,1,20.66
426,19,Male,Social Ads,Silver,5,0.072,15.66,5.0,20.66,control,0,24.52
427,28,Female,Organic Search,Basic,6,0.086,7.2,5.88,13.08,treatment,0,19.89
428,37,Female,Referral,Basic,3,0.126,13.9,4.32,18.22,treatment,0,24.65
429,39,Female,Influencer,Silver,6,0.048,5.68,0.35,6.03,control,0,38.33
430,43,Male,Organic Search,Basic,7,0.332,6.79,0.82,7.61,treatment,0,14.1
431,36,Male,Social Ads,Gold,15,0.168,25.62,5.85,31.47,control,0,15.99
432,36,Male,Social Ads,Basic,9,0.102,3.32,5.58,8.9,treatment,0,20.96
433,45,Female,Influencer,Silver,10,0.276,8.21,11.95,20.16,control,0,24.62
434,37,Female,Referral,Silver,14,0.055,4.27,3.08,7.35,control,0,40.34
435,56,Female,Organic Search,Basic,6,0.068,2.91,8.41,11.32,treatment,0,12.14
436,43,Female,Referral,Basic,4,0.052,18.81,11.33,30.14,treatment,0,17.41
437,35,Male,Referral,Silver,10,0.194,2.61,2.77,5.38,control,0,27.79
438,20,Female,Social Ads,Silver,12,0.089,9.9,2.86,12.76,treatment,0,54.87
439,44,Male,Social Ads,Basic,4,0.297,11.26,0.6,11.86,control,0,27.49
440,21,Female,Organic Search,Basic,13,0.266,16.07,9.04,25.11,control,1,30.52
441,34,Female,Social Ads,Basic,5,0.064,30.53,6.32,36.85,control,0,24.39
442,32,Male,Influencer,Basic,6,0.219,8.25,2.56,10.81,control,0,18.85
443,41,Male,Organic Search,Gold,11,0.301,6.01,13.83,19.84,treatment,1,17.24
444,42,Female,Influencer,Basic,5,0.169,4.89,5.63,10.52,control,1,37.74
445,39,Female,Referral,Silver,8,0.075,4.05,3.86,7.91,treatment,0,23.93
446,47,Male,Influencer,Silver,8,0.076,3.39,10.97,14.36,treatment,1,33.48
447,44,Male,Social Ads,Gold,12,0.153,5.94,1.22,7.16,treatment,1,25.4
448,34,Female,Social Ads,Silver,14,0.119,11.75,9.77,21.52,treatment,0,48.76
449,45,Female,Social Ads,Silver,8,0.187,8.25,10.3,18.55,control,0,23.51
450,53,Female,Social Ads,Basic,3,0.113,8.79,6.45,15.24,treatment,0,38.49
451,36,Female,Social Ads,Silver,7,0.052,12.22,7.43,19.65,treatment,1,19.65
452,38,Male,Social Ads,Basic,6,0.099,8.58,1.9,10.48,treatment,0,23.04
453,32,Male,Influencer,Silver,9,0.105,10.11,8.15,18.26,treatment,0,27.63
454,72,Female,Organic Search,Basic,4,0.128,7.36,7.78,15.14,treatment,1,18.94
455,42,Male,Referral,Basic,10,0.127,11.31,7.87,19.18,control,0,80.55
456,42,Female,Organic Search,Silver,6,0.262,2.3,5.98,8.28,control,0,25.83
457,73,Female,Organic Search,Basic,9,0.089,21.38,8.07,29.45,treatment,0,43.02
458,56,Female,Social Ads,Silver,10,0.128,5.98,3.32,9.3,control,0,21.62
459,35,Male,Organic Search,Basic,11,0.304,15.99,4.16,20.15,control,0,24.28
460,24,Female,Referral,Silver,17,0.061,4.27,2.28,6.55,treatment,0,32.67
461,26,Female,Organic Search,Basic,4,0.19,26.53,7.47,34.0,treatment,0,40.69
462,46,Female,Influencer,Basic,11,0.063,3.66,5.19,8.85,treatment,1,31.95
463,44,Male,Social Ads,Basic,7,0.037,8.04,3.5,11.54,control,0,24.27
464,45,Female,Social Ads,Basic,4,0.122,12.07,0.43,12.5,treatment,0,23.35
465,40,Female,Social Ads,Basic,4,0.47,12.15,6.23,18.38,control,0,25.51
466,44,Female,Referral,Silver,6,0.16,14.42,5.6,20.02,control,0,30.35
467,47,Female,Organic Search,Basic,8,0.01,10.01,3.89,13.9,treatment,0,23.28
468,37,Female,Organic Search,Silver,6,0.051,5.65,9.43,15.08,control,0,22.38
469,43,Male,Organic Search,Silver,5,0.084,6.37,2.55,8.92,control,0,29.76
470,26,Male,Social Ads,Silver,14,0.137,4.68,4.84,9.52,treatment,0,21.22
471,51,Male,Social Ads,Basic,2,0.051,9.72,2.23,11.95,treatment,0,21.56
472,37,Male,Influencer,Basic,6,0.144,15.35,1.0,16.35,treatment,1,55.77
473,46,Male,Organic Search,Silver,5,0.102,14.06,3.19,17.25,treatment,0,28.35
474,42,Female,Organic Search,Silver,13,0.031,8.35,18.55,26.9,control,0,23.68
475,23,Female,Organic Search,Gold,14,0.1,11.1,11.63,22.73,control,1,32.4
476,18,Female,Social Ads,Gold,12,0.318,15.73,2.03,17.76,control,0,21.91
477,51,Female,Social Ads,Basic,9,0.154,8.25,10.41,18.66,control,0,17.24
478,26,Female,Referral,Basic,6,0.239,21.78,3.93,25.71,control,1,42.55
479,36,Female,Influencer,Basic,3,0.283,8.06,0.69,8.75,treatment,1,26.74
480,26,Female,Influencer,Basic,6,0.191,10.57,8.45,19.02,control,1,31.45
481,45,Female,Organic Search,Basic,8,0.119,10.47,5.3,15.77,control,0,28.75
482,38,Female,Social Ads,Silver,8,0.194,1.74,3.73,5.47,control,1,15.7
483,54,Male,Social Ads,Basic,5,0.204,9.44,3.12,12.56,treatment,1,24.17
484,32,Male,Social Ads,Basic,4,0.34,23.85,7.26,31.11,treatment,0,19.19
485,48,Female,Organic Search,Silver,7,0.241,14.12,2.41,16.53,control,0,32.99
486,25,Male,Social Ads,Silver,10,0.202,18.89,1.42,20.31,treatment,0,50.33
487,38,Female,Organic Search,Basic,3,0.14,16.45,6.92,23.37,control,0,25.38
488,56,Male,Organic Search,Silver,5,0.149,30.12,5.95,36.07,control,0,16.92
489,24,Female,Social Ads,Silver,14,0.196,14.79,4.83,19.62,treatment,0,48.46
490,46,Female,Social Ads,Basic,5,0.169,9.02,7.78,16.8,control,0,18.72
491,51,Male,Referral,Basic,7,0.349,8.34,12.79,21.13,treatment,0,34.11
492,38,Male,Organic Search,Silver,19,0.281,5.9,2.16,8.06,treatment,0,18.98
493,44,Male,Organic Search,Silver,8,0.164,8.01,0.65,8.66,treatment,1,27.53
494,42,Male,Influencer,Basic,7,0.093,2.87,6.22,9.09,treatment,0,46.8
495,55,Female,Referral,Silver,7,0.192,20.22,3.34,23.56,treatment,0,64.39
496,29,Male,Organic Search,Basic,20,0.093,23.02,11.3,34.32,control,0,89.85
497,46,Male,Referral,Basic,3,0.136,10.24,5.63,15.87,treatment,0,20.32
498,29,Male,Social Ads,Silver,16,0.367,8.89,3.7,12.59,control,0,25.8
499,34,Male,Organic Search,Basic,4,0.041,3.26,4.43,7.69,control,0,19.7
500,47,Female,Social Ads,Silver,5,0.24,20.49,3.17,23.66,treatment,1,32.7
501,27,Male,Influencer,Basic,12,0.208,4.6,19.63,24.23,treatment,1,43.08
502,46,Male,Referral,Basic,3,0.127,4.34,15.24,19.58,treatment,0,28.8
503,23,Male,Organic Search,Basic,5,0.306,7.68,6.79,14.47,treatment,0,30.24
504,58,Female,Influencer,Silver,6,0.087,4.66,3.97,8.63,control,0,20.71
505,51,Male,Influencer,Basic,5,0.087,5.13,3.13,8.26,control,1,28.81
506,24,Female,Social Ads,Gold,13,0.176,3.66,7.46,11.12,control,0,22.41
507,41,Male,Organic Search,Basic,11,0.129,18.42,1.48,19.9,treatment,0,23.79
508,34,Male,Social Ads,Gold,14,0.047,10.49,16.71,27.2,control,0,23.08
509,40,Male,Social Ads,Basic,15,0.011,4.97,4.98,9.95,treatment,0,28.45
510,44,Male,Organic Search,Silver,11,0.185,7.33,15.84,23.17,treatment,0,29.72
511,22,Male,Influencer,Basic,3,0.048,4.46,0.27,4.73,control,0,10.6
512,40,Male,Referral,Gold,10,0.205,6.08,13.11,19.19,treatment,0,39.52
513,52,Male,Organic Search,Gold,18,0.139,0.2,2.02,2.22,control,0,17.68
514,31,Male,Organic Search,Basic,9,0.211,4.19,3.34,7.53,treatment,0,51.2
515,72,Male,Referral,Basic,8,0.17,18.37,3.54,21.91,treatment,0,60.29
516,55,Female,Social Ads,Basic,5,0.231,36.33,5.36,41.69,treatment,0,26.54
517,18,Male,Organic Search,Basic,5,0.069,28.4,3.01,31.41,treatment,0,24.12
518,51,Male,Referral,Gold,10,0.384,27.82,1.72,29.54,treatment,1,44.5
519,33,Male,Social Ads,Basic,4,0.069,28.38,1.77,30.15,control,0,11.98
520,42,Male,Social Ads,Gold,13,0.012,5.38,5.95,11.33,control,0,22.64
521,24,Female,Social Ads,Basic,9,0.323,8.02,7.63,15.65,treatment,0,21.91
522,54,Male,Social Ads,Gold,12,0.278,5.04,16.42,21.46,control,0,15.83
523,41,Female,Referral,Silver,6,0.034,12.54,6.41,18.95,control,0,19.01
524,45,Female,Organic Search,Gold,15,0.061,20.59,1.95,22.54,treatment,0,40.16
525,40,Female,Influencer,Silver,9,0.203,6.28,2.75,9.03,control,0,60.81
526,45,Male,Organic Search,Silver,10,0.118,17.19,12.97,30.16,control,0,37.93
527,46,Female,Social Ads,Basic,8,0.158,5.25,10.42,15.67,treatment,0,36.52
528,47,Male,Referral,Silver,6,0.086,39.49,3.19,42.68,control,0,27.14
529,28,Male,Social Ads,Basic,9,0.251,13.85,8.19,22.04,control,0,10.03
530,42,Male,Organic Search,Gold,10,0.186,11.45,4.16,15.61,treatment,0,37.02
531,30,Female,Organic Search,Basic,6,0.346,10.36,0.33,10.69,treatment,0,26.11
532,43,Female,Organic Search,Silver,7,0.229,12.94,0.54,13.48,control,0,32.39
533,49,Male,Organic Search,Basic,6,0.069,13.83,11.65,25.48,control,0,24.82
534,39,Male,Referral,Gold,16,0.172,10.81,2.65,13.46,control,1,23.09
535,52,Female,Social Ads,Gold,12,0.224,30.44,0.42,30.86,control,0,22.29
536,53,Male,Influencer,Silver,11,0.126,13.48,1.97,15.45,control,0,42.55
537,33,Female,Referral,Silver,10,0.12,15.94,4.28,20.22,treatment,1,70.43
538,31,Male,Social Ads,Basic,11,0.097,7.25,5.99,13.24,treatment,0,22.02
539,44,Female,Influencer,Basic,6,0.223,15.79,3.51,19.3,control,0,37.55
540,41,Male,Influencer,Silver,12,0.183,18.52,3.06,21.58,treatment,0,42.62
541,50,Female,Influencer,Gold,14,0.161,4.15,3.54,7.69,control,0,49.2
542,29,Male,Influencer,Basic,7,0.187,6.22,11.14,17.36,treatment,0,48.37
543,22,Female,Social Ads,Gold,12,0.03,12.87,12.61,25.48,control,0,29.67
544,52,Male,Organic Search,Basic,5,0.302,9.98,5.95,15.93,control,0,52.13
545,24,Female,Social Ads,Silver,13,0.123,17.62,0.13,17.75,treatment,1,26.7
546,20,Female,Organic Search,Silver,12,0.274,6.82,1.54,8.36,treatment,1,25.1
547,33,Female,Social Ads,Silver,10,0.076,3.64,6.6,10.24,control,0,11.4
548,31,Male,Referral,Silver,15,0.115,5.94,4.56,10.5,treatment,1,40.43
549,51,Male,Organic Search,Silver,10,0.291,5.49,10.41,15.9,control,0,21.63
550,47,Female,Organic Search,Silver,12,0.188,11.24,8.84,20.08,control,0,16.91
551,24,Female,Influencer,Silver,8,0.133,2.38,13.12,15.5,control,0,27.41
552,29,Male,Referral,Silver,14,0.318,30.76,2.07,32.83,control,0,34.0
553,35,Male,Social Ads,Basic,17,0.111,7.45,3.11,10.56,treatment,0,45.11
554,45,Male,Organic Search,Gold,13,0.238,8.96,0.13,9.09,control,0,24.97
555,31,Female,Organic Search,Basic,7,0.104,6.67,6.26,12.93,control,1,17.66
556,52,Male,Social Ads,Basic,7,0.336,8.96,6.32,15.28,control,0,23.44
557,46,Male,Referral,Basic,5,0.233,22.64,2.93,25.57,treatment,0,46.04
558,29,Male,Organic Search,Basic,3,0.109,2.23,9.22,11.45,control,0,19.13
559,29,Female,Social Ads,Silver,11,0.218,1.87,2.92,4.79,treatment,0,38.24
560,45,Male,Social Ads,Basic,6,0.063,20.98,15.61,36.59,treatment,1,26.14
561,42,Male,Organic Search,Basic,3,0.087,9.32,2.48,11.8,control,0,33.92
562,59,Male,Influencer,Basic,3,0.086,33.12,1.36,34.48,treatment,0,113.47
563,31,Male,Organic Search,Gold,15,0.152,7.56,3.62,11.18,control,0,23.0
564,60,Female,Referral,Silver,11,0.215,8.92,0.25,9.17,control,0,24.31
565,60,Female,Social Ads,Basic,4,0.372,14.52,18.14,32.66,control,0,37.82
566,70,Female,Referral,Basic,10,0.272,22.64,1.08,23.72,control,0,25.66
567,39,Female,Social Ads,Gold,9,0.019,16.1,3.72,19.82,control,0,15.17
568,51,Male,Social Ads,Gold,11,0.195,8.96,6.84,15.8,treatment,0,19.05
569,32,Female,Social Ads,Silver,12,0.045,7.51,6.28,13.79,control,1,35.3
570,24,Female,Referral,Basic,3,0.065,6.51,4.81,11.32,treatment,0,29.87
571,32,Male,Influencer,Basic,4,0.103,11.67,17.16,28.83,control,0,36.81
572,46,Male,Referral,Basic,5,0.31,21.17,8.16,29.33,treatment,0,62.01
573,36,Male,Influencer,Gold,11,0.131,7.61,2.62,10.23,treatment,0,95.07
574,54,Male,Organic Search,Basic,9,0.193,14.16,8.0,22.16,treatment,0,37.45
575,47,Female,Social Ads,Basic,15,0.223,10.65,8.1,18.75,treatment,0,43.12
576,45,Female,Organic Search,Basic,3,0.248,9.66,8.54,18.2,treatment,1,41.56
577,48,Female,Influencer,Gold,8,0.068,23.42,17.72,41.14,control,0,42.42
578,42,Male,Influencer,Basic,2,0.391,7.87,0.58,8.45,control,0,24.96
579,32,Male,Social Ads,Silver,15,0.166,35.95,17.75,53.7,treatment,0,36.81
580,32,Male,Influencer,Basic,3,0.5,5.1,10.64,15.74,control,0,27.82
581,50,Male,Social Ads,Basic,5,0.233,2.87,9.9,12.77,control,0,32.11
582,31,Female,Referral,Basic,12,0.457,6.55,2.2,8.75,control,1,39.53
583,18,Male,Organic Search,Gold,13,0.197,14.81,7.82,22.63,treatment,1,24.63
584,29,Female,Referral,Silver,10,0.275,10.94,4.85,15.79,treatment,1,56.88
585,53,Female,Social Ads,Basic,6,0.228,7.15,0.73,7.88,control,0,15.22
586,18,Female,Organic Search,Silver,11,0.222,19.73,5.45,25.18,treatment,0,24.31
587,34,Female,Referral,Gold,19,0.379,7.62,5.81,13.43,treatment,1,50.54
588,51,Female,Organic Search,Basic,3,0.168,16.35,1.57,17.92,treatment,0,26.94
589,35,Male,Social Ads,Basic,3,0.172,14.94,2.38,17.32,treatment,0,13.13
590,50,Male,Referral,Gold,10,0.37,9.9,0.95,10.85,treatment,1,68.19
591,35,Female,Referral,Gold,11,0.058,5.84,3.56,9.4,control,1,44.89
592,41,Male,Social Ads,Silver,11,0.145,2.76,7.72,10.48,treatment,0,27.23
593,61,Male,Influencer,Gold,13,0.209,4.35,29.62,33.97,control,1,27.91
594,46,Female,Organic Search,Silver,11,0.176,3.0,8.91,11.91,control,0,34.21
595,39,Female,Organic Search,Basic,8,0.08,11.67,4.15,15.82,treatment,0,24.02
596,42,Male,Organic Search,Silver,12,0.224,13.71,3.93,17.64,control,0,20.55
597,27,Female,Referral,Gold,13,0.249,16.32,2.84,19.16,control,0,41.43
598,27,Female,Organic Search,Basic,8,0.141,3.68,4.12,7.8,treatment,0,19.4
599,37,Male,Organic Search,Basic,6,0.213,22.5,1.14,23.64,control,0,25.34
600,39,Male,Social Ads,Silver,8,0.214,4.08,2.56,6.64,control,0,24.34
601,45,Male,Social Ads,Basic,7,0.126,5.03,4.9,9.93,control,0,24.57
602,37,Female,Referral,Gold,15,0.265,2.32,15.07,17.39,treatment,1,35.66
603,44,Female,Influencer,Basic,4,0.2,6.31,2.82,9.13,control,1,17.17
604,39,Female,Organic Search,Basic,2,0.399,9.49,12.79,22.28,control,1,22.33
605,44,Female,Organic Search,Basic,5,0.18,19.38,9.76,29.14,treatment,0,19.21
606,47,Female,Social Ads,Basic,3,0.233,17.8,5.1,22.9,control,0,41.69
607,35,Female,Referral,Basic,4,0.066,12.82,1.46,14.28,treatment,0,32.26
608,18,Male,Social Ads,Basic,5,0.299,10.11,8.41,18.52,control,0,12.28
609,29,Female,Referral,Basic,4,0.324,10.95,5.86,16.81,treatment,0,14.0
610,46,Male,Social Ads,Silver,5,0.296,9.13,1.82,10.95,treatment,0,10.5
611,34,Male,Referral,Silver,9,0.238,11.93,0.54,12.47,control,1,30.97
612,49,Male,Influencer,Basic,5,0.246,12.58,1.01,13.59,control,1,40.45
613,41,Female,Organic Search,Basic,4,0.057,20.79,1.67,22.46,control,0,53.4
614,35,Male,Organic Search,Basic,4,0.32,12.84,6.13,18.97,control,0,27.7
615,51,Female,Referral,Silver,6,0.173,13.14,6.04,19.18,control,0,23.69
616,36,Female,Referral,Silver,7,0.069,0.84,7.9,8.74,treatment,1,52.05
617,36,Male,Referral,Basic,7,0.096,34.82,10.78,45.6,treatment,0,38.9
618,38,Male,Social Ads,Silver,7,0.049,30.09,2.52,32.61,control,0,32.88
619,60,Male,Influencer,Basic,12,0.094,8.62,0.29,8.91,control,0,46.07
620,48,Female,Influencer,Basic,9,0.236,13.72,1.29,15.01,treatment,0,63.08
621,23,Male,Social Ads,Basic,6,0.226,9.32,2.14,11.46,treatment,1,19.47
